"country","name","gppd_idnr","capacity_mw","latitude","longitude","primary_fuel","commissioning_year","owner","year_of_capacity_data"
"USA","Sheep Creek Hydro","USA0050091","1.6",48.9477,-117.7954,"Hydro","1986.0000000000002","Sheep Creek Hydro Inc",2019
"USA","Sheep Solar","USA0061830","2.2",44.826,-122.949,"Solar","2018.0","Sheep Solar  LLC",2019
"USA","Sheepskin","USA0004059","41.7",42.8347,-89.1108,"Gas","1971.0000000000002","Wisconsin Power & Light Co",2019
"USA","Sheffield Wind","USA0057080","40.0",44.676,-72.1013,"Wind","2011.0","First Wind O&M  LLC",2019
"USA","Shelbina Power #1","USA0007405","4.6",39.6948,-92.047,"Oil","1983.7826086956522","City of Shelbina - (MO)",2019
"USA","Shelbina Power #2","USA0007406","6.6000000000000005",39.6948,-92.0467,"Oil","1993.909090909091","City of Shelbina - (MO)",2019
"USA","Shelbina Power #3","USA0007860","3.6",39.6975,-92.0535,"Oil","2002.0","City of Shelbina - (MO)",2019
"USA","Shelby  NC","USA0054363","4.2",35.3264,-81.6292,"Oil","1971.9999999999998","Electric Glass Fiber America  LLC.",2019
"USA","Shelby  Toms Street","USA0056063","1.8",35.3036,-81.5225,"Oil","2002.0","North Carolina Mun Power Agny #1",2019
"USA","Shelby North","USA0007827","1.8",40.8969,-82.6625,"Oil","2000.0","American Mun Power-Ohio  Inc",2019
"USA","Shelby Randolph Road Solar 1  LLC","USA0060101","2.0",35.3092,-81.5884,"Solar","2015.0","SRE Utility Solar 1  LLC",2019
"USA","Shelby Solar Array","USA0063390","1.9",40.896,-82.6724,"Solar","2020.0","AEP Onsite Partners",2019
"USA","Shelby Solar Energy Generation Facility","USA0057200","1.0",35.2536,-81.5956,"Solar","2010.0","Solar Star North Carolina I LLC",2019
"USA","Shelby South","USA0007828","1.8",40.9089,-82.6533,"Oil","2000.0","City of Shelby - (OH)",2019
"USA","Sheldon","USA0002277","228.7",40.5589,-96.7847,"Coal","1963.0970703979012","Nebraska Public Power District",2019
"USA","Sheldon Solar","USA0058824","2.3",44.9106,-72.9794,"Solar","2013.0","Enel Green Power NA  Inc.",2019
"USA","Sheldon Springs Hydroelectric","USA0010494","25.2",44.9108,-72.9736,"Hydro","1988.0","Sheldon Vermont Hydro Co.  Inc.",2019
"USA","Shell Chemical","USA0056248","80.0",30.1875,-90.984,"Gas","2002.0","Air Liquide America Corp",2019
"USA","Shell New Energies  Junction City","USA0059704","1.6",44.1835,-123.2005,"Biomass","2011.0000000000002","Equilon Enterprises LLC d/b/a Shell Oil",2019
"USA","Shelter Solar","USA0060156","5.0",34.9838,-79.268,"Solar","2019.0","Sol Systems",2019
"USA","Shenandoah","USA0007850","20.0",40.7707,-95.3768,"Oil","2000.0","MidAmerican Energy Co",2019
"USA","Shepaug","USA0000552","37.2",41.4484,-73.2953,"Hydro","1954.9999999999998","FirstLight Power Resources Services LLC",2019
"USA","Shepherd Center","USA0054813","1.7",33.8111,-84.3928,"Oil","1989.7058823529412","Shepherd Center",2019
"USA","Sherbino I Wind Farm","USA0056779","150.0",30.8073,-102.3556,"Wind","2008.0","Sherbino Mesa I Windfarm LLC",2019
"USA","Sherbino II","USA0057415","145.0",30.7726,-102.5058,"Wind","2011.0","Sherbino II Wind Farm LLC",2019
"USA","Sherburne Community Solar","USA0061672","5.0",45.4381,-94.0442,"Solar","2018.0","AEP Onsite Partners",2019
"USA","Sherburne Community Solar One LLC CSG","USA0063122","1.0",45.532,-94.1358,"Solar","2020.0","Madison Energy Holdings LLC",2019
"USA","Sherburne North Project CSG","USA0061762","5.0",45.4978,-94.1143,"Solar","2018.0","MN Solar Community  LLC",2019
"USA","Sheridan School Corporation Solar","USA0063213","1.5",40.1403,-86.2153,"Solar","2016.5999999999997","Johnson Melloh Solutions",2019
"USA","Sherman","USA0006012","7.2",42.7297,-72.9303,"Hydro","1927.0","Great River Hydro  LLC",2019
"USA","Sherman Island","USA0002609","36.3",43.2797,-73.7094,"Hydro","1942.6639118457301","Erie Boulevard Hydropower LP",2019
"USA","Sherman Solar","USA0063239","1.0",41.583,-71.902,"Solar","2020.0","Ecos Energy LLC",2019
"USA","Shiloh Hwy Solar","USA0062691","5.0",36.27,-76.033,"Solar","2018.0","Shiloh Hwy 1108 Solar  LLC",2019
"USA","Shiloh I Wind Project","USA0056362","150.0",38.12,-121.85,"Wind","2006.0","Avangrid Renewables LLC",2019
"USA","Shiloh III Wind Project LLC","USA0057586","102.5",38.1694,-121.8469,"Wind","2012.0","EDF Renewable Asset Holdings  Inc.",2019
"USA","Shiloh IV Wind Project LLC","USA0057725","102.5",38.1375,-121.8553,"Wind","2013.0","EDF Renewable Asset Holdings  Inc.",2019
"USA","Shiloh Wind Project 2 LLC","USA0056874","150.0",38.1711,-121.8461,"Wind","2009.0","EDF Renewable Asset Holdings  Inc.",2019
"USA","Shirley Landfill","USA0060753","1.0",42.5417,-71.6764,"Solar","2017.0","Altus Power America Management  LLC",2019
"USA","Shirley Water","USA0060498","2.0",42.5546,-71.6235,"Solar","2016.0","Altus Power America Management  LLC",2019
"USA","Shirley Wind","USA0057553","20.0",44.3481,-87.9278,"Wind","2010.0","Shirley Wind LLC",2019
"USA","Shishmaref","USA0006345","1.5",66.2551,-166.0736,"Oil","1998.7333333333333","Alaska Village Elec Coop  Inc",2019
"USA","Shoe Creek Solar  LLC","USA0060380","65.0",34.8449,-79.3847,"Solar","2018.0","Cypress Creek Renewables",2019
"USA","Sholes Wind Energy Center","USA0061889","160.0",42.3119,-97.3647,"Wind","2019.0","Sholes Wind Energy Center  LLC",2019
"USA","Shooting Star","USA0058018","104.0",37.5189,-99.4464,"Wind","2012.0","Shooting Star Power Partners  LLC",2019
"USA","Shore Point Solar","USA0057951","1.0",40.245,-74.2433,"Solar","2011.0","Shore Point Solar LLC",2019
"USA","Shoreham","USA0002518","71.5",40.9616,-72.865,"Oil","1969.6993006993007","National Grid Generation LLC",2019
"USA","Shoreham Energy LLC","USA0055787","100.0",40.9571,-72.8659,"Oil","2002.0","Shoreham Energy LLC",2019
"USA","Shoreham Solar Commons","USA0060045","24.9",40.9344,-72.8885,"Solar","2018.0","Invenergy Services LLC",2019
"USA","Short Hills Mall","USA0063257","2.7",40.7397,-74.3642,"Solar","2018.0","Short Hills Mall",2019
"USA","Short Mountain","USA0007413","3.2",43.9621,-122.9974,"Waste","1992.5","Emerald People's Utility Dist",2019
"USA","Shoshone (CO)","USA0000476","14.4",39.5701,-107.2269,"Hydro","1909.0","Public Service Co of Colorado",2019
"USA","Shoshone (WY)","USA0004183","3.0",44.5029,-109.1812,"Hydro","1922.0","U S Bureau of Reclamation",2019
"USA","Shoshone Falls","USA0000818","11.5",42.5975,-114.4033,"Hydro","1921.0","Idaho Power Co",2019
"USA","Shrewsbury Solar","USA0057990","2.5",42.2661,-71.6958,"Solar","2012.0","Consolidated Edison Development Inc.",2019
"USA","Shuman Solar","USA0061244","2.2",42.1149,-71.066,"Solar","2016.0000000000002","NuGen Capital Management",2019
"USA","Shungnak","USA0057063","1.2000000000000002",66.8881,-157.1402,"Oil","1990.9999999999995","Alaska Village Elec Coop  Inc",2019
"USA","Shute Creek Facility","USA0056312","144.0",41.8805,-110.0904,"Gas","2005.0","Exxon Mobil Production Co",2019
"USA","Sibley Mill","USA0054322","2.0999999999999996",33.4879,-81.9925,"Hydro","1946.0000000000002","Augusta Canal Authority",2019
"USA","Sidney (OH)","USA0002852","13.5",40.2792,-84.191,"Oil","1968.0","Kimura Power LLC",2019
"USA","Sidney A Murray Jr Hydroelectric","USA0054678","192.0",31.088,-91.6189,"Hydro","1990.0","First National Bank-Commerce",2019
"USA","Sierra Pacific Aberdeen","USA0055882","18.0",46.9728,-123.7739,"Waste","2003.0","Sierra Pacific Industries Inc",2019
"USA","Sierra Pacific Burlington Facility","USA0056406","28.0",48.4481,-122.4331,"Waste","2007.0","Sierra Pacific Industries Inc",2019
"USA","Sierra Pacific Burney Facility","USA0050110","20.0",40.8767,-121.7016,"Waste","1986.0","Sierra Pacific Industries Inc",2019
"USA","Sierra Pacific Lincoln Facility","USA0010144","19.2",38.9032,-121.3097,"Waste","2003.9999999999998","Sierra Pacific Industries Inc",2019
"USA","Sierra Pacific Loyalton Facility","USA0050111","20.0",39.6699,-120.2394,"Waste","1989.0","ARP-Loyalton Cogen LLC",2019
"USA","Sierra Pacific Sonora","USA0054517","7.5",37.9664,-120.3178,"Waste","2018.0","Sierra Pacific Industries Inc",2019
"USA","Sierra Solar Greenworks","USA0059431","20.0",34.7036,-118.3342,"Solar","2015.0","Sustainable Power Group  LLC",2019
"USA","Sierra SunTower Solar Gen Station","USA0057323","7.5",34.7306,-118.135,"Solar","2009.0","Sierra SunTower LLC",2019
"USA","Sigel Wind Park","USA0057851","64.0",43.8508,-82.7836,"Wind","2013.0","DTE Electric Company",2019
"USA","Sigmon Catawba Farm","USA0058861","5.0",35.6122,-81.2433,"Solar","2014.0","Sigmon Catawba Farm LLC",2019
"USA","Signal Hill Generating LLC","USA0050127","80.0",33.8625,-98.5894,"Gas","1987.0","Signal Hill Generating LLC",2019
"USA","Signal Hill West Unit","USA0057702","5.7",33.8112,-118.1756,"Gas","2004.0000000000002","Signal Hill Petroleum  Inc",2019
"USA","Sikeston Power Station","USA0006768","261.0",36.8791,-89.6209,"Coal","1981.0","City of Sikeston - (MO)",2019
"USA","Siler 421 Farm  LLC","USA0061019","5.0",35.7474,-79.4497,"Solar","2017.0","Heelstone Energy Holdings  LLC",2019
"USA","Silver City WWTP PV Project","USA0058540","1.0",32.7139,-108.2481,"Solar","2013.0","Affordable Solar Silver City  LLC",2019
"USA","Silver Creek","USA0007988","250.5",31.6004,-89.9468,"Gas","2004.0","Cooperative Energy",2019
"USA","Silver Lake (VT)","USA0003725","2.2",43.8986,-73.0531,"Hydro","1917.0","Green Mountain Power Corp",2019
"USA","Silver Lake Solar Farm","USA0057341","1.7",40.4948,-74.3995,"Solar","2010.0","Public Service Elec & Gas Co",2019
"USA","Silver Lake Solar Photovoltaic Facility","USA0057676","1.8",42.4525,-73.2403,"Solar","2011.0","Western Massachusetts Electric Company",2019
"USA","Silver Sage Windpower","USA0057091","42.0",41.1297,-105.024,"Wind","2009.0","Duke Energy DEGS Silver Sage Wndpwr LLC",2019
"USA","Silver Star I Wind Power Project","USA0056771","60.0",32.3387,-98.4761,"Wind","2008.0","Silver Star I Power Partners LLC",2019
"USA","Silver State Solar Power North","USA0057442","52.0",35.7931,-115.3503,"Solar","2012.0","Silver State Solar Power North  LLC",2019
"USA","Silver State Solar Power South","USA0058644","260.09999999999997",35.63,-115.32,"Solar","2015.8985005767017","Silver State Solar Power South  LLC",2019
"USA","Silverhawk","USA0055841","664.7",36.4078,-114.9606,"Gas","2004.0","Nevada Power Co",2019
"USA","Silverton Solar","USA0061829","2.2",45.014,-122.807,"Solar","2018.0","Silverton Solar  LLC",2019
"USA","Silvi Gibraltar Rock","USA0060746","2.5",40.4509,-74.7171,"Solar","2016.0","CVI CleanCapital Solar 5 LLC",2019
"USA","Silvis","USA0006581","2.1",55.3814,-131.5178,"Hydro","1968.0","Ketchikan Public Utilities",2019
"USA","Sim Gideon","USA0003601","623.0",30.1456,-97.2708,"Gas","1969.5987158908508","Lower Colorado River Authority",2019
"USA","Simcoe Solar","USA0060748","20.0",43.2884,-115.9554,"Solar","2017.0","Simcoe Solar",2019
"USA","Simon Solar Farm LLC","USA0058628","30.0",33.6781,-83.6758,"Solar","2013.0","Simon Solar Farm LLC",2019
"USA","Simonds","USA0058945","1.7999999999999998",42.5678,-71.7739,"Gas","2012.0000000000005","Simonds Saw LLC",2019
"USA","Simons Farm","USA0059149","5.0",36.3064,-76.9972,"Solar","2016.0","Cypress Creek Renewables",2019
"USA","Simplot Leasing Don Plant","USA0050274","15.9",42.9084,-112.5294,"Cogeneration","1986.0","Simplot Leasing Corp",2019
"USA","Sinclair Dam","USA0000722","45.0",33.1403,-83.2028,"Hydro","1953.0","Georgia Power Co",2019
"USA","Siphon Drop Power Plant","USA0057364","4.4",32.7792,-114.6344,"Hydro","1987.4999999999998","Yuma County Water User's Association",2019
"USA","Siphon Power Project","USA0050980","5.4",44.033,-121.3297,"Hydro","1989.0","Central Oregon Irrigation Dist",2019
"USA","Sissonville Hydro","USA0010220","3.0",44.6856,-75.0029,"Hydro","1990.0","Boralex Hydro Operations Inc",2019
"USA","Site 980 65","USA0050322","2.1",37.0568,-119.8997,"Hydro","1985.0","Madera-Chowchilla Power Auth",2019
"USA","Sithe Independence Station","USA0054547","1086.1",43.495,-76.4511,"Gas","1994.0","Sithe/Independence LLC",2019
"USA","Sixth Street Gas Turbine","USA0006356","24.0",42.7926,-86.1036,"Oil","1974.0","City of Holland",2019
"USA","Skelton","USA0001505","16.8",43.5708,-70.5583,"Hydro","1948.0","Brookfield White Pine Hydro LLC",2019
"USA","Skidmore College","USA0060425","2.0",43.0937,-73.8113,"Solar","2014.0","Terraform Arcadia",2019
"USA","Skillman","USA0059057","2.7",40.5744,-74.6481,"Solar","2011.0000000000002","Janssen Pharmaceutical Co",2019
"USA","Skookumchuck","USA0007259","1.0",46.7844,-122.7197,"Hydro","1990.0","TransAlta Centralia Gen LLC",2019
"USA","Sky Global Power One","USA0059938","51.0",29.5503,-96.5378,"Gas","2016.0","Sky Global Power One Pledgor  LLC",2019
"USA","Sky River LLC","USA0050536","76.9",35.2608,-118.2469,"Wind","1991.0000000000002","Sky River LLC",2019
"USA","Sky Volt","USA0058460","1.6",41.29,-94.485,"Wind","2012.0","Sky Volt  LLC",2019
"USA","Skylark","USA0060248","4.0",40.5779,-104.8948,"Solar","2016.0","SR Clinch",2019
"USA","Skyline Gas Recovery","USA0056528","6.4",32.5397,-96.6653,"Waste","2007.0","WM Renewable Energy LLC",2019
"USA","Slana Generating Station","USA0061685","1.2000000000000002",62.5928,-143.5889,"Oil","2016.0","Alaska Power and Telephone Co",2019
"USA","Slate Creek","USA0050961","4.2",40.9769,-122.4563,"Hydro","1990.0","Slate Creek Hydro Assoc LP",2019
"USA","Slate Creek Wind Project LLC","USA0059837","150.0",37.1146,-97.2376,"Wind","2016.0","EDF Renewable Asset Holdings  Inc.",2019
"USA","Slayton Solar","USA0058164","1.7",43.9803,-95.7672,"Solar","2013.0","Ecos Energy LLC",2019
"USA","Sleeping Bear LLC","USA0056621","94.5",36.6403,-99.5006,"Wind","2007.0","NRG Energy Gas & Wind Holdings Inc",2019
"USA","Sleepy Eye","USA0002011","11.4",44.2981,-94.7252,"Oil","2001.7543859649122","Sleepy Eye Public Utility Comm",2019
"USA","Slide Creek","USA0003036","18.0",43.2939,-122.4728,"Hydro","1951.0","PacifiCorp",2019
"USA","Slocum","USA0001741","13.5",42.1225,-83.185,"Oil","1968.4","DTE Electric Company",2019
"USA","Sloss Industries Corp","USA0050359","25.0",33.5682,-86.7987,"Gas","1958.0","Bluestone Coke LLC",2019
"USA","Sly Creek","USA0000776","12.1",39.5804,-121.1195,"Hydro","1983.0","South Feather Water and Power Agency",2019
"USA","Smallwood","USA0050160","1.2",43.9599,-84.336,"Hydro","1923.0","Boyce Hydro Power LLC",2019
"USA","Smarr Energy Center","USA0007829","242.0",32.9842,-83.8464,"Gas","1999.0","Oglethorpe Power Corporation",2019
"USA","Smith & Wesson at Springfield MA PV","USA0061367","1.9",42.1379,-72.5509,"Solar","2017.0","Constellation Solar Massachusetts LLC",2019
"USA","Smith (NH)","USA0002368","15.0",44.4695,-71.1781,"Hydro","1948.0","Central Rivers Power NH  LLC",2019
"USA","Smith (VT)","USA0003709","1.5",43.9921,-72.1282,"Hydro","1983.0","Green Mountain Power Corp",2019
"USA","Smith College Central Heating Plant","USA0058166","5.3",42.3125,-72.6394,"Gas","2008.0","The Trustees of Smith College",2019
"USA","Smith Falls Hydro Project","USA0054249","38.1",48.9595,-116.5574,"Hydro","1990.0","Smith Creek Hydro  LLC",2019
"USA","Smith Island","USA0006391","1.7",37.9955,-76.0389,"Oil","1994.0","A & N Electric Coop",2019
"USA","Smith Mountain","USA0003780","547.5",37.0413,-79.5356,"Hydro","1968.948310502283","Appalachian Power Co",2019
"USA","Smithfield Farmland Corp Bladen","USA0054823","28.5",34.7463,-78.8073,"Oil","1995.578947368421","Smithfield Fresh Meats Corp.",2019
"USA","Smithfield Packaged Meats Corp.","USA0058575","9.2",35.2683,-77.6592,"Oil","2013.0","Smithfield Packaged Meats Corp",2019
"USA","Smithfield Packaged Meats Corp.","USA0056035","2.8",35.6943,-77.9192,"Oil","2002.0","Smithfield Packaged Meats Corp.",2019
"USA","Smithland Hydroelectric Plant","USA0057400","75.9",37.1696,-88.4195,"Hydro","2016.9999999999998","American Mun Power-Ohio  Inc",2019
"USA","Smoky Hills Wind Project Phase I","USA0056488","100.8",38.8799,-98.1602,"Wind","2008.0","Smoky Hills Wind Farm I LLC",2019
"USA","Smoky Hills Wind Project Phase II","USA0056985","148.5",38.8927,-98.1689,"Wind","2008.0","Smoky Hills Wind Project II LLC",2019
"USA","Snake Creek","USA0003658","1.2",40.5449,-111.5029,"Hydro","1910.0","Heber Light & Power Company",2019
"USA","Snettisham","USA0000078","78.2",58.1415,-133.737,"Hydro","1980.1355498721227","Alaska Electric Light&Power Co",2019
"USA","Snider Industries","USA0050141","5.0",32.5747,-94.3739,"Waste","1983.0","Snider Industries Inc",2019
"USA","Snoqualmie","USA0003860","12.8",47.5401,-121.837,"Hydro","1959.09375","Puget Sound Energy Inc",2019
"USA","Snoqualmie 2","USA0007867","38.7",47.5445,-121.8414,"Hydro","1977.8372093023256","Puget Sound Energy Inc",2019
"USA","Snow Camp Solar  LLC","USA0060367","5.2",35.8627,-79.4235,"Solar","2016.0","Cypress Creek Renewables",2019
"USA","Snow Hill Solar 2 LLC","USA0059106","2.0",35.4442,-77.6494,"Solar","2014.0","Snow Hill Solar 2 LLC",2019
"USA","Snowbird Power Plant","USA0010215","1.7999999999999998",40.5834,-111.6539,"Gas","1987.0000000000005","Snowbird Corporation",2019
"USA","Snowden","USA0003821","5.0",37.5736,-79.3715,"Hydro","1987.0","Town of Bedford - (VA)",2019
"USA","Snyder Wind Farm","USA0056602","63.0",32.7393,-100.7389,"Wind","2008.0","Snyder Wind Farm LLC",2019
"USA","SoINCPower5  LLC","USA0059857","5.0",36.0528,-77.7625,"Solar","2015.0","SolNCPower5  LLC",2019
"USA","SoINCPower6  LLC","USA0059856","5.0",36.443,-76.581,"Solar","2015.0","SolNCPower6  LLC",2019
"USA","Soboba Community Solar Project","USA0061834","1.0",33.7671,-116.9059,"Solar","2016.0","Soboba Band of Luiseno Indians",2019
"USA","Sod Run WTP A","USA0060669","2.0",39.436,-76.22,"Solar","2016.0","Constellation Solar MC  LLC",2019
"USA","Soda","USA0000831","14.5",42.6446,-111.6967,"Hydro","1924.0","PacifiCorp",2019
"USA","Soda Lake 3","USA0063365","26.0",39.5545,-118.85,"Geothermal","2019.0","AMOR IX  LLC",2019
"USA","Soda Lake Geothermal No I II","USA0052174","21.0",39.557,-118.8383,"Geothermal","1990.0","Cyrq Energy Corp",2019
"USA","Soda Springs","USA0003037","11.0",43.3061,-122.5014,"Hydro","1952.0","PacifiCorp",2019
"USA","Soft Maple","USA0002610","16.0",43.9206,-75.2433,"Hydro","1925.0","Erie Boulevard Hydropower LP",2019
"USA","Sol Orchard El Centro PV","USA0058621","20.0",32.8033,-115.5464,"Solar","2013.0","Sol Orchard Imperial 1  LLC",2019
"USA","SolaireHolman Solar Project","USA0060989","50.0",30.4551,-103.4747,"Solar","2017.0","SolaireHolman 1  LLC",2019
"USA","Solana Generating Station","USA0056812","280.0",32.9223,-112.9559,"Solar","2013.0","Arizona Solar One LLC",2019
"USA","Solano County Cogen Plant","USA0050985","2.8",38.2494,-122.0394,"Gas","1997.0000000000002","Solano County",2019
"USA","Solano Wind","USA0007526","228.2",38.1164,-121.769,"Wind","2009.2234881682734","Sacramento Municipal Util Dist",2019
"USA","Solar Blythe 2","USA0060558","20.0",33.6187,-114.6962,"Solar","2017.0","NRG Solar Blythe II LLC",2019
"USA","Solar Blythe LLC","USA0056939","21.0",33.5917,-114.7444,"Solar","2010.0","NRG Solar Blythe",2019
"USA","Solar Borrego I","USA0057455","26.0",33.2989,-116.3508,"Solar","2013.0","NRG Solar Borrego I",2019
"USA","Solar Gen 2 Solar Facility","USA0058592","163.2",33.08,-115.47,"Solar","2014.0","Southern Power Co",2019
"USA","Solar Glynn","USA0060469","18.0",31.25,-81.433,"Solar","2017.0","Cypress Creek Renewables",2019
"USA","Solar Las Vegas MB 2  LLC","USA0060350","1.9",36.0874,-115.1754,"Solar","2016.0","NRG Solar Las Vegas MB 2",2019
"USA","Solar Las Vegas MB-1","USA0059430","5.0",36.0886,-115.1778,"Solar","2015.0","NRG Solar Las Vegas MB-1",2019
"USA","Solar Mule  LLC","USA0060640","1.5",44.5577,-69.6714,"Solar","2017.0","NRG Solar Mule  LLC",2019
"USA","Solar Oasis LLC","USA0059528","20.0",34.6489,-118.0767,"Solar","2016.0","NRG Solar Oasis  LLC",2019
"USA","Solar Park Gainesville  LLC","USA0057438","1.6",29.7004,-82.3378,"Solar","2011.0000000000002","Altus Power America Management  LLC",2019
"USA","Solar Photovoltaic Project #02","USA0056996","1.0",33.9852,-117.7008,"Solar","2010.0","Southern California Edison Co",2019
"USA","Solar Photovoltaic Project #03","USA0057217","1.0",34.0943,-117.4001,"Solar","2011.0","Southern California Edison Co",2019
"USA","Solar Photovoltaic Project #05","USA0057219","2.5",34.0863,-117.2306,"Solar","2012.0","Southern California Edison Co",2019
"USA","Solar Photovoltaic Project #06","USA0057220","2.0",34.0414,-117.5731,"Solar","2011.0","Southern California Edison Co",2019
"USA","Solar Photovoltaic Project #07","USA0057221","2.5",34.0861,-117.2275,"Solar","2012.0","Southern California Edison Co",2019
"USA","Solar Photovoltaic Project #08","USA0057222","2.0",34.0419,-117.565,"Solar","2011.0","Southern California Edison Co",2019
"USA","Solar Photovoltaic Project #09","USA0057223","1.0",34.0428,-117.5717,"Solar","2011.0","Southern California Edison Co",2019
"USA","Solar Photovoltaic Project #10","USA0057224","1.5",34.075,-117.5169,"Solar","2013.0","Southern California Edison Co",2019
"USA","Solar Photovoltaic Project #11","USA0057225","3.5",34.0758,-117.2414,"Solar","2015.0","Southern California Edison Co",2019
"USA","Solar Photovoltaic Project #13","USA0057227","3.5",34.0835,-117.2356,"Solar","2015.0","Southern California Edison Co",2019
"USA","Solar Photovoltaic Project #15","USA0057229","3.5",34.0792,-117.5167,"Solar","2013.0","Southern California Edison Co",2019
"USA","Solar Photovoltaic Project #16","USA0057230","1.5",34.0856,-117.2336,"Solar","2015.0","Southern California Edison Co",2019
"USA","Solar Photovoltaic Project #17","USA0057231","3.5",34.0728,-117.5033,"Solar","2015.0","Southern California Edison Co",2019
"USA","Solar Photovoltaic Project #18","USA0057232","1.5",34.0833,-117.5164,"Solar","2012.0","Southern California Edison Co",2019
"USA","Solar Photovoltaic Project #22","USA0057237","2.0",34.08,-117.2114,"Solar","2011.0","Southern California Edison Co",2019
"USA","Solar Photovoltaic Project #23","USA0057236","2.5",34.0808,-117.5203,"Solar","2013.0","Southern California Edison Co",2019
"USA","Solar Photovoltaic Project #26","USA0057245","6.0",34.1312,-117.4253,"Solar","2015.0","Southern California Edison Co",2019
"USA","Solar Photovoltaic Project #27","USA0057246","2.0",34.1311,-117.4217,"Solar","2015.0","Southern California Edison Co",2019
"USA","Solar Photovoltaic Project #28","USA0057247","3.5",34.0942,-117.2742,"Solar","2015.0","Southern California Edison Co",2019
"USA","Solar Photovoltaic Project #32","USA0057534","1.5",34.0317,-117.5719,"Solar","2015.0","Southern California Edison Co",2019
"USA","Solar Photovoltaic Project #33","USA0057535","1.0",34.0325,-117.5692,"Solar","2015.0","Southern California Edison Co",2019
"USA","Solar Photovoltaic Project #42","USA0057441","5.0",36.0281,-119.0747,"Solar","2012.0","Southern California Edison Co",2019
"USA","Solar Photovoltaic Project #48","USA0057900","5.0",34.0811,-117.2281,"Solar","2015.0","Southern California Edison Co",2019
"USA","Solar Star 1","USA0058388","318.0",34.8181,-118.4036,"Solar","2014.4433962264152","Solar Star California XIX  LLC",2019
"USA","Solar Star 2","USA0058389","279.0",34.8486,-118.3528,"Solar","2014.52688172043","Solar Star California XX  LLC",2019
"USA","Solar Star California  XLI  LLC","USA0060591","54.0",34.839,-118.3868,"Solar","2017.0","Solar Star California  XLI  LLC",2019
"USA","Solar Star California  XLIV  LLC","USA0060869","9.5",34.5119,-117.9228,"Solar","2017.0","Solar Star California  XLIV  LLC",2019
"USA","Solar Star California II LLC","USA0057933","2.0",38.5164,-121.4753,"Solar","2012.0","Solar Star California II LLC",2019
"USA","Solar Star New Jersey NJ LLC","USA0058402","1.5",40.4015,-74.6697,"Solar","2012.0","Solar Star New Jersey VI LLC",2019
"USA","Solar Star North Carolina II LLC","USA0057435","6.5",36.425,-77.064,"Solar","2012.0","Solar Star North Carolina II LLC",2019
"USA","Solar Star Oregon II","USA0061048","56.3",44.1843,-120.918,"Solar","2017.0","Avangrid Renewables LLC",2019
"USA","Solar Star Palo Alto I  LLC","USA0062732","1.3",37.411,-122.1489,"Solar","2019.0000000000002","DG 1 Acquisition Co.  LLC",2019
"USA","Soldotna","USA0057206","50.0",60.4994,-150.9972,"Gas","2014.0","Homer Electric Assn Inc",2019
"USA","Solean Solar Project","USA0061898","4.0",42.0869,-78.4482,"Solar","2016.0","BQ Energy LLC",2019
"USA","Soliloquoy Ridge LLC","USA0055570","1.9",44.2364,-96.2331,"Wind","2001.0","CHI Operations Inc",2019
"USA","Solomon Forks Wind Project  LLC","USA0061984","275.6",39.306,-101.0744,"Wind","2019.0","Engie North America",2019
"USA","Solomon Gulch","USA0000390","12.0",61.0828,-146.3033,"Hydro","1982.0","Copper Valley Elec Assn  Inc",2019
"USA","Solon Diesel","USA0007058","8.0",46.359,-91.8236,"Oil","1991.375","Dahlberg Light & Power Co",2019
"USA","Solten Plainville 6000  LLC","USA0061731","4.9",42.0412,-71.2933,"Solar","2017.0","Solten Plainville 6000  LLC",2019
"USA","Soluga Farms 1","USA0059191","5.0",35.2431,-78.3869,"Solar","2014.0","Soluga Farms 1 LLC",2019
"USA","Soluga Farms 2 LLC","USA0059192","5.0",34.5,-78.6892,"Solar","2014.0","Soluga Farms 2 LLC",2019
"USA","Soluga Farms III","USA0060580","5.0",35.2193,-78.6733,"Solar","2015.0","Soluga Farms III  LLC",2019
"USA","Soluga Farms IV","USA0059934","3.4",35.2187,-78.6695,"Solar","2018.0","Pine Gate Renewables",2019
"USA","Solverde 1","USA0060185","85.0",34.6557,-118.2982,"Solar","2017.0","Sustainable Power Group  LLC",2019
"USA","Somers Solar Center  LLC","USA0058554","5.0",41.955,-72.4458,"Solar","2014.0","Dominion Renewable Energy",2019
"USA","Somerset Windpower LLC","USA0055803","9.0",39.9792,-79.0128,"Wind","2002.0","GlidePath Power Operations LLC",2019
"USA","Somersworth Lower Great Dam","USA0050704","1.3",43.2511,-70.8408,"Hydro","1985.0","Green Mountain Power Corp",2019
"USA","Somerville Solar","USA0062900","2.3",35.2249,-89.3508,"Solar","2019.0","Somerville Solar  LLC",2019
"USA","Sonne One","USA0058782","5.0",35.4372,-77.8336,"Solar","2016.0","Cypress Creek Renewables",2019
"USA","Sonne Two","USA0058829","5.0",35.6567,-81.1836,"Solar","2017.0","Heelstone Energy Holdings  LLC",2019
"USA","Sonoma California Geothermal","USA0000510","78.0",38.7903,-122.7559,"Geothermal","1984.0","Geysers Power Co LLC",2019
"USA","Sonoma Central Landfill Phase I","USA0055752","3.2",38.3017,-122.7489,"Waste","1993.0","County of Sonoma Dept of Trnsp",2019
